manipulated_export_path,manipulated_split,source,original_id,original_corpus,original_already_in_build,note
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20040_art20040_01846.tif,val,CASIA,art20040,CASIA v2 authentic (Au/),False,donor=art20040;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20043_art20043_01849.tif,val,CASIA,art20043,CASIA v2 authentic (Au/),False,donor=art20043;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20066_art20066_01872.tif,val,CASIA,art20066,CASIA v2 authentic (Au/),False,donor=art20066;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20067_arc20001_01873.tif,val,CASIA,arc20001,CASIA v2 authentic (Au/),False,donor=art20067;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20068_art20068_01874.tif,val,CASIA,art20068,CASIA v2 authentic (Au/),False,donor=art20068;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20076_art20076_01882.tif,val,CASIA,art20076,CASIA v2 authentic (Au/),False,donor=art20076;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20087_art20087_01893.tif,val,CASIA,art20087,CASIA v2 authentic (Au/),False,donor=art20087;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20092_art20092_01898.tif,val,CASIA,art20092,CASIA v2 authentic (Au/),False,donor=art20092;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_art20094_art20094_01900.tif,val,CASIA,art20094,CASIA v2 authentic (Au/),False,donor=art20094;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00002_cha00002_00322.tif,val,CASIA,cha00002,CASIA v2 authentic (Au/),False,donor=cha00002;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00018_cha00018_11152.jpg,val,CASIA,cha00018,CASIA v2 authentic (Au/),False,donor=cha00018;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00039_cha00039_11013.jpg,val,CASIA,cha00039,CASIA v2 authentic (Au/),False,donor=cha00039;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00049_cha00049_11000.jpg,val,CASIA,cha00049,CASIA v2 authentic (Au/),False,donor=cha00049;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00067_cha00067_10317.tif,val,CASIA,cha00067,CASIA v2 authentic (Au/),False,donor=cha00067;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha00081_cha00081_10190.tif,val,CASIA,cha00081,CASIA v2 authentic (Au/),False,donor=cha00081;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha10119_cha10119_12194_1.jpg,val,CASIA,cha10119,CASIA v2 authentic (Au/),False,donor=cha10119;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha10130_cha10130_12186.jpg,val,CASIA,cha10130,CASIA v2 authentic (Au/),False,donor=cha10130;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha10132_cha10132_12216.jpg,val,CASIA,cha10132,CASIA v2 authentic (Au/),False,donor=cha10132;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha10174_cha10174_12274_1.jpg,val,CASIA,cha10174,CASIA v2 authentic (Au/),False,donor=cha10174;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha10206_cha10206_12343.jpg,val,CASIA,cha10206,CASIA v2 authentic (Au/),False,donor=cha10206;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha20018_cha20018_02017.tif,val,CASIA,cha20018,CASIA v2 authentic (Au/),False,donor=cha20018;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha20021_cha20021_02020.tif,val,CASIA,cha20021,CASIA v2 authentic (Au/),False,donor=cha20021;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_cha20022_cha20022_02021.tif,val,CASIA,cha20022,CASIA v2 authentic (Au/),False,donor=cha20022;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00012_ind00012_01310.tif,val,CASIA,ind00012,CASIA v2 authentic (Au/),False,donor=ind00012;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00012_ind00012_10412.tif,val,CASIA,ind00012,CASIA v2 authentic (Au/),False,donor=ind00012;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00024_ind00024_10713_1.jpg,val,CASIA,ind00024,CASIA v2 authentic (Au/),False,donor=ind00024;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00034_art00068_00449.tif,val,CASIA,art00068,CASIA v2 authentic (Au/),False,donor=ind00034;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00035_ind00035_11088.jpg,val,CASIA,ind00035,CASIA v2 authentic (Au/),False,donor=ind00035;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00040_ind00040_00451.tif,val,CASIA,ind00040,CASIA v2 authentic (Au/),False,donor=ind00040;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00048_ind00034_00456.tif,val,CASIA,ind00034,CASIA v2 authentic (Au/),False,donor=ind00048;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00060_ind00060_10701_1.jpg,val,CASIA,ind00060,CASIA v2 authentic (Au/),False,donor=ind00060;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00061_ind00061_10711.jpg,val,CASIA,ind00061,CASIA v2 authentic (Au/),False,donor=ind00061;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind00089_ind00089_10642.jpg,val,CASIA,ind00089,CASIA v2 authentic (Au/),False,donor=ind00089;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20015_ind20015_01756.tif,val,CASIA,ind20015,CASIA v2 authentic (Au/),False,donor=ind20015;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20018_ind20018_01759.tif,val,CASIA,ind20018,CASIA v2 authentic (Au/),False,donor=ind20018;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20024_ind20024_02280.tif,val,CASIA,ind20024,CASIA v2 authentic (Au/),False,donor=ind20024;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20030_ind20030_01771.tif,val,CASIA,ind20030,CASIA v2 authentic (Au/),False,donor=ind20030;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20032_ind20032_02286.tif,val,CASIA,ind20032,CASIA v2 authentic (Au/),False,donor=ind20032;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20043_ind20043_01784.tif,val,CASIA,ind20043,CASIA v2 authentic (Au/),False,donor=ind20043;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20048_ind20048_01789.tif,val,CASIA,ind20048,CASIA v2 authentic (Au/),False,donor=ind20048;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_ind20054_ind20054_01795.tif,val,CASIA,ind20054,CASIA v2 authentic (Au/),False,donor=ind20054;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat00033_nat00033_00948.tif,val,CASIA,nat00033,CASIA v2 authentic (Au/),False,donor=nat00033;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat00034_nat00034_00954.tif,val,CASIA,nat00034,CASIA v2 authentic (Au/),False,donor=nat00034;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat00041_nat00041_00960.tif,val,CASIA,nat00041,CASIA v2 authentic (Au/),False,donor=nat00041;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat00063_nat00063_00974.tif,val,CASIA,nat00063,CASIA v2 authentic (Au/),False,donor=nat00063;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat00077_nat00077_00983.tif,val,CASIA,nat00077,CASIA v2 authentic (Au/),False,donor=nat00077;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat10131_nat10131_11900.jpg,val,CASIA,nat10131,CASIA v2 authentic (Au/),False,donor=nat10131;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat10141_nat10141_11959_1.jpg,val,CASIA,nat10141,CASIA v2 authentic (Au/),False,donor=nat10141;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat20001_nat20001_02201.tif,val,CASIA,nat20001,CASIA v2 authentic (Au/),False,donor=nat20001;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat20011_nat20011_01515.tif,val,CASIA,nat20011,CASIA v2 authentic (Au/),False,donor=nat20011;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat20033_nat20033_02233.tif,val,CASIA,nat20033,CASIA v2 authentic (Au/),False,donor=nat20033;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat20078_nat20078_01582.tif,val,CASIA,nat20078,CASIA v2 authentic (Au/),False,donor=nat20078;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_nat20095_nat20095_01599.tif,val,CASIA,nat20095,CASIA v2 authentic (Au/),False,donor=nat20095;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla00065_pla00065_11219.jpg,val,CASIA,pla00065,CASIA v2 authentic (Au/),False,donor=pla00065;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla00091_pla00091_11292_1.jpg,val,CASIA,pla00091,CASIA v2 authentic (Au/),False,donor=pla00091;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla00100_pla00100_11291.jpg,val,CASIA,pla00100,CASIA v2 authentic (Au/),False,donor=pla00100;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla10126_pla10126_12128.jpg,val,CASIA,pla10126,CASIA v2 authentic (Au/),False,donor=pla10126;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20022_pla20022_02388.tif,val,CASIA,pla20022,CASIA v2 authentic (Au/),False,donor=pla20022;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20026_pla20026_01926.tif,val,CASIA,pla20026,CASIA v2 authentic (Au/),False,donor=pla20026;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20028_pla20028_01928.tif,val,CASIA,pla20028,CASIA v2 authentic (Au/),False,donor=pla20028;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20030_pla20030_01930.tif,val,CASIA,pla20030,CASIA v2 authentic (Au/),False,donor=pla20030;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20042_pla20042_02383.tif,val,CASIA,pla20042,CASIA v2 authentic (Au/),False,donor=pla20042;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20050_pla20050_01950.tif,val,CASIA,pla20050,CASIA v2 authentic (Au/),False,donor=pla20050;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20060_pla20060_01960.tif,val,CASIA,pla20060,CASIA v2 authentic (Au/),False,donor=pla20060;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20072_pla20072_02364.tif,val,CASIA,pla20072,CASIA v2 authentic (Au/),False,donor=pla20072;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20078_pla20078_01978.tif,val,CASIA,pla20078,CASIA v2 authentic (Au/),False,donor=pla20078;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20093_pla20093_01993.tif,val,CASIA,pla20093,CASIA v2 authentic (Au/),False,donor=pla20093;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_pla20099_pla20099_01999.tif,val,CASIA,pla20099,CASIA v2 authentic (Au/),False,donor=pla20099;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec00045_sec00045_10488.tif,val,CASIA,sec00045,CASIA v2 authentic (Au/),False,donor=sec00045;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec00061_sec00061_00729.tif,val,CASIA,sec00061,CASIA v2 authentic (Au/),False,donor=sec00061;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20004_sec20004_02116.tif,val,CASIA,sec20004,CASIA v2 authentic (Au/),False,donor=sec20004;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20019_sec20019_01609.tif,val,CASIA,sec20019,CASIA v2 authentic (Au/),False,donor=sec20019;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20023_sec20023_01613.tif,val,CASIA,sec20023,CASIA v2 authentic (Au/),False,donor=sec20023;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20026_sec20026_02124.tif,val,CASIA,sec20026,CASIA v2 authentic (Au/),False,donor=sec20026;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20037_sec20037_01627.tif,val,CASIA,sec20037,CASIA v2 authentic (Au/),False,donor=sec20037;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20041_sec20041_01631.tif,val,CASIA,sec20041,CASIA v2 authentic (Au/),False,donor=sec20041;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20046_sec20046_01636.tif,val,CASIA,sec20046,CASIA v2 authentic (Au/),False,donor=sec20046;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20081_sec20081_01671.tif,val,CASIA,sec20081,CASIA v2 authentic (Au/),False,donor=sec20081;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_sec20082_sec20082_01672.tif,val,CASIA,sec20082,CASIA v2 authentic (Au/),False,donor=sec20082;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_txt00005_txt00005_01264.tif,val,CASIA,txt00005,CASIA v2 authentic (Au/),False,donor=txt00005;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_txt00062_txt00062_01284.tif,val,CASIA,txt00062,CASIA v2 authentic (Au/),False,donor=txt00062;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_txt00070_txt00070_11315.jpg,val,CASIA,txt00070,CASIA v2 authentic (Au/),False,donor=txt00070;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_N_txt10109_txt10109_10814.jpg,val,CASIA,txt10109,CASIA v2 authentic (Au/),False,donor=txt10109;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/val/ai_edited/Tp_S_NRN_S_O_arc00021_arc00021_01119.tif,val,CASIA,arc00021,CASIA v2 authentic (Au/),False,donor=arc00021;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000000322.tif,test,DEFACTO,000000000322,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000001822.tif,test,DEFACTO,000000001822,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000003713.tif,test,DEFACTO,000000003713,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000005105.tif,test,DEFACTO,000000005105,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000006230.tif,test,DEFACTO,000000006230,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000008119.tif,test,DEFACTO,000000008119,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000008856.tif,test,DEFACTO,000000008856,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000009760.tif,test,DEFACTO,000000009760,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000010346.tif,test,DEFACTO,000000010346,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011075.tif,test,DEFACTO,000000011075,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011701.tif,test,DEFACTO,000000011701,COCO train2017,True,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011774.tif,test,DEFACTO,000000011774,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000012044.tif,test,DEFACTO,000000012044,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000013140.tif,test,DEFACTO,000000013140,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000013574.tif,test,DEFACTO,000000013574,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000014248.tif,test,DEFACTO,000000014248,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000015567.tif,test,DEFACTO,000000015567,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016283.tif,test,DEFACTO,000000016283,COCO train2017,True,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016290.tif,test,DEFACTO,000000016290,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016677.tif,test,DEFACTO,000000016677,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000017708.tif,test,DEFACTO,000000017708,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000018316.tif,test,DEFACTO,000000018316,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000019624.tif,test,DEFACTO,000000019624,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000020133.tif,test,DEFACTO,000000020133,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000020549.tif,test,DEFACTO,000000020549,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000020770.tif,test,DEFACTO,000000020770,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000021780.tif,test,DEFACTO,000000021780,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000022951.tif,test,DEFACTO,000000022951,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000023121.tif,test,DEFACTO,000000023121,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000023280.tif,test,DEFACTO,000000023280,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000024104.tif,test,DEFACTO,000000024104,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000024154.tif,test,DEFACTO,000000024154,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000025528.tif,test,DEFACTO,000000025528,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000025747.tif,test,DEFACTO,000000025747,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000025994.tif,test,DEFACTO,000000025994,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000026609.tif,test,DEFACTO,000000026609,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000027433.tif,test,DEFACTO,000000027433,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000029324.tif,test,DEFACTO,000000029324,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000032405.tif,test,DEFACTO,000000032405,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000032611.tif,test,DEFACTO,000000032611,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000032957.tif,test,DEFACTO,000000032957,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000034212.tif,test,DEFACTO,000000034212,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000034478.tif,test,DEFACTO,000000034478,COCO train2017,True,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000034820.tif,test,DEFACTO,000000034820,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000035429.tif,test,DEFACTO,000000035429,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000036750.tif,test,DEFACTO,000000036750,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000037012.tif,test,DEFACTO,000000037012,COCO train2017,True,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000037126.tif,test,DEFACTO,000000037126,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000037779.tif,test,DEFACTO,000000037779,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000040144.tif,test,DEFACTO,000000040144,COCO train2017,False,
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000040930.tif,test,DEFACTO,000000040930,COCO train2017,False,
